,logFC,AveExpr,t,P.Value,adj.P.Val,B,comparison
GRIA2,1.4931429768343893,1.7441383786646574,12.807164147711898,6.26975947131254e-34,5.529003144616162e-33,65.82445065866565,Basal_vs_Her2
KRT81,1.5078117724561124,0.8110864433638266,12.807162164690297,6.269889565994728e-34,5.529003144616162e-33,65.8244300348777,Basal_vs_Her2
PON3,1.8488280081582549,1.06177679575213,12.79283540147626,7.283527942039487e-34,6.41155628700659e-33,65.6754810846709,Basal_vs_Her2
BPIFB1,1.3096612656944866,0.7539416627729383,12.792168209578833,7.3345173764185095e-34,6.445094355376546e-33,65.66854712484302,Basal_vs_Her2
MMP1,1.4828757815304368,-0.6653261217624913,12.784681511338851,7.931628435250753e-34,6.957568802851537e-33,65.59075521512362,Basal_vs_Her2
TRNA_Sup,1.5785457184027112,-2.2818129761994332,12.782998845361936,8.072355067428123e-34,7.068612143106938e-33,65.57327508169011,Basal_vs_Her2
SERPINA11,1.429251571138801,2.0937830181161705,12.774701135945287,8.803510562468101e-34,7.68194638958822e-33,65.48709655130423,Basal_vs_Her2
L12234,1.0256162502702966,-0.7503025943441207,12.745846633951299,1.1898243275621633e-33,1.032833617675489e-32,65.18769144151852,Basal_vs_Her2
KRT17,1.0973483128368813,1.1015390456478138,12.743584267443415,1.2182397707371904e-33,1.0556670456994717e-32,65.16423420646626,Basal_vs_Her2
SNORD19B,1.377003646328583,3.080189044271511,12.705507337118856,1.811660268528191e-33,1.5617760935587855e-32,64.76982752540921,Basal_vs_Her2
PSCA,1.0684552897674808,6.528659122379605,12.683423293912833,2.2797532493794285e-33,1.9585509015287187e-32,64.54141750675906,Basal_vs_Her2
AY748447,1.3073813631717088,-0.38716035005624133,12.656103443728977,3.028406032569054e-33,2.5883812244179946e-32,64.25920112368964,Basal_vs_Her2
EEF1A2,1.0866250146166911,0.18393641703045652,12.59150302222834,5.917995625555897e-33,5.032309205404674e-32,63.5934030888988,Basal_vs_Her2
IGKV A18,1.157091189266073,3.5228716522425123,12.577524999279685,6.839271841962054e-33,5.795993086408521e-32,63.44962395665775,Basal_vs_Her2
JA611314,2.208732476226325,-0.5204585913930094,12.569337933200668,7.443769020440626e-33,6.297604924230649e-32,63.36545816435383,Basal_vs_Her2
KCNC2,1.4186686066369918,0.041810875682690124,12.5312613146461,1.1032347230716696e-32,9.286487567943346e-32,62.97447555532366,Basal_vs_Her2
GLYATL2,1.6186373772982574,-1.238764894811348,12.515588291116888,1.2969076416538617e-32,1.0861873045677233e-31,62.81375947101191,Basal_vs_Her2
CIDEC,1.0464418630032175,-0.5290105588606444,12.4813390995785,1.8459103106942932e-32,1.543403269811282e-31,62.46300423537108,Basal_vs_Her2
Mir_584,1.083164239376263,-2.1105526714361513,12.469022218918234,2.095450089410176e-32,1.7433029030034742e-31,62.337013889538476,Basal_vs_Her2
